id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,area
17542649,Stately home with a resort feel,119000263,Katie,,Hennepin,44.85600395,-93.51857807,Entire home/apt,1000,2,3,7/29/2018,0.41,1,362,TwinCitiesMSA
17544084,"Beautiful condo, 3 blocks from Convention Center",13223756,Sue,,Hennepin,44.96449936,-93.27212211,Private room,95,2,1,5/10/2018,0.34,2,249,TwinCitiesMSA
17555846,Historic 1909 MPLS Guesthouse [#5],7650786,Peter,,Hennepin,44.94678131,-93.26264702,Private room,43,1,40,6/27/2018,2.32,26,11,TwinCitiesMSA
17558515,The Quiet Nordeast Experience,116881292,Joseph,,Hennepin,45.03088191,-93.23428644,Entire home/apt,119,1,80,8/1/2018,5.56,1,325,TwinCitiesMSA
17570814,Beautiful home on East Lake Street.,109516952,Lucas,,Hennepin,44.95223303,-93.23106967,Entire home/apt,110,1,3,7/29/2018,0.22,1,180,TwinCitiesMSA
17573104,Charming South Minneapolis Home,119331125,Rachel,,Hennepin,44.92661356,-93.24139439,Entire home/apt,199,2,6,8/8/2017,0.36,1,24,TwinCitiesMSA
17574265,Private In-law Suite on Lakefront,117055671,Shelli,,Chisago,45.52251727,-93.01952236,Entire home/apt,75,1,75,7/29/2018,4.49,1,230,TwinCitiesMSA
17574476,7 Bedrm Summit Mansion w/swimming pool & hot tub,5439155,Brenda,,Ramsey,44.94040756,-93.13905827,Entire home/apt,850,3,12,8/1/2018,0.93,11,299,TwinCitiesMSA
17583636,Spacious South Minneapolis Midtown Townhome.,119444581,Vonnie & Patricia,,Hennepin,44.95730044,-93.26298427,Private room,100,2,44,7/12/2018,2.61,1,343,TwinCitiesMSA
17592868,The Seward House,35920080,Barb,,Hennepin,44.96215728,-93.23846029,Entire home/apt,120,1,109,7/29/2018,6.42,1,113,TwinCitiesMSA
17593078,Cutest little room in all of Minneapolis!,44471830,Jane,,Hennepin,44.98692932,-93.24636797,Private room,60,1,13,7/25/2017,0.76,1,0,TwinCitiesMSA
17593976,Where Uptown meets Downtown,107113840,Cedric,,Hennepin,44.96399701,-93.28563478,Entire home/apt,100,4,44,2/5/2018,2.6,1,0,TwinCitiesMSA
17599114,Paisley Park*Wi-Fi*Full Bed*Parking,30855392,Matthew,,Carver,44.81724301,-93.53311834,Private room,55,1,56,7/27/2018,3.41,4,358,TwinCitiesMSA
17606413,"1 Queen Bed, 1 Full Sofabed in NE Minneapolis!",119664645,Aaron,,Hennepin,45.01541134,-93.24495527,Entire home/apt,78,3,0,,,1,0,TwinCitiesMSA
17619220,"Superbowl 2miles, dwntwn MPLS, uptwn, MOA, MSP",23090675,Lisa,,Hennepin,44.94302336,-93.27500686,Entire home/apt,220,1,65,7/15/2018,4.2,9,331,TwinCitiesMSA
17622367,Cozy home with easy access to city life.,114258215,Carla,,Hennepin,44.92363322,-93.22538332,Entire home/apt,175,2,2,1/21/2018,0.22,1,0,TwinCitiesMSA
17625011,Historic Updated Corporate Level Duplex Unit 2,3770376,Kathryn,,Hennepin,44.96228192,-93.29828704,Entire home/apt,250,3,0,,,1,77,TwinCitiesMSA
17626034,Most Convenient Location in Minneapolis!,119858511,Surinder,,Hennepin,44.97210835,-93.24731907,Entire home/apt,54,1,91,7/22/2018,5.37,1,54,TwinCitiesMSA
17633388,Excecutive Living,119922786,Le,,Ramsey,45.08501421,-93.11723128,Private room,40,1,0,,,1,83,TwinCitiesMSA
17648960,Cozy Rooms & Organic Breakfasts,120054400,Deb,,Hennepin,44.92301591,-93.4228004,Private room,55,1,88,8/3/2018,5.28,1,93,TwinCitiesMSA
17650826,Fremont Cottage Lake House - Close to Minneapolis,120092813,Craig,,Sherburne,45.4531633,-93.57337406,Entire home/apt,185,2,1,6/10/2018,0.52,1,335,TwinCitiesMSA
17652706,"Private 1 bdrm w/ private ba, entrance & garage",52841730,Bao,,Dakota,44.88626247,-93.06179784,Private room,65,1,0,,,1,0,TwinCitiesMSA
17655699,Super Bowl 2018 Minneapolis House,120145983,Amanda,,Hennepin,45.05971949,-93.45139202,Entire home/apt,1000,3,0,,,1,358,TwinCitiesMSA
17656462,1 bedroom House in Saint Paul! Close to downtown!,51443725,Christina,,Ramsey,44.92640439,-93.13061629,Entire home/apt,89,2,9,10/29/2017,0.63,2,270,TwinCitiesMSA
17656966,A Super Bowl home away from home for up to 10!,41118125,Joel,,Anoka,45.06135051,-93.23907025,Entire home/apt,1200,3,0,,,1,365,TwinCitiesMSA
17662415,Charming Home Near Lakes & Downtown Minneapolis,120209026,Keith & Shirley,,Hennepin,44.90032954,-93.30279317,Entire home/apt,148,3,19,6/12/2018,1.39,1,66,TwinCitiesMSA
17662915,Elegant Mid-Century close to downtown,120216210,Scott,,Hennepin,44.95856507,-93.32893794,Entire home/apt,600,5,0,,,2,351,TwinCitiesMSA
17663200,Sunny Modern Minneapolis home,14564387,Alissa,,Hennepin,44.92509273,-93.35259358,Entire home/apt,1500,2,1,2/5/2018,0.16,1,0,TwinCitiesMSA
17668632,Linden Hills 5BR East Room,76447353,Pedro,,Hennepin,44.92670296,-93.32812952,Private room,46,1,36,7/8/2018,2.13,7,339,TwinCitiesMSA
17679749,Literally: Best Victorian Home-Sty IN Minneapolis',120390500,Jaan'C Y Natalie,,Hennepin,44.96798038,-93.26457256,Entire home/apt,50,2,33,7/29/2018,1.96,1,16,TwinCitiesMSA
