id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1101553,Rockridge Cottage with Great Access,2354409,Kate,,Mountain View Cemetery,37.836184450456905,-122.24950093182538,Entire home/apt,90,1,60,2018-05-28,1.30,1,321
1115215,East Bay Bed/Office 2 Room Combo,2305840,Angela & Mark,,Chabot Park,37.73477284756385,-122.13128993779624,Private room,49,2,147,2018-07-12,2.39,5,7
1160481,Charming Grand Lake Guest Suite,5399916,Becky And Justin,,Adams Point,37.81143265026709,-122.25164194091573,Entire home/apt,105,3,53,2018-06-18,0.84,1,50
1164114,Wooded In-Law,6376595,George & Colleen,,Sequoyah,37.768690905075815,-122.13584498598011,Entire home/apt,110,2,249,2018-07-08,5.20,1,123
1168405,Craftsman owner's unit in duplex,6398930,Stephanie,,Santa Fe,37.83944025090019,-122.27317123380068,Entire home/apt,102,3,52,2016-09-06,0.83,3,226
1170492,Detached Modern Garden Cottage / Like a Tiny Home!,3514,Jennifer,,Upper Laurel,37.794752150517226,-122.20046082446622,Entire home/apt,99,20,29,2018-07-01,0.47,6,68
1170701,Private room centrally located,5551496,Christina,,Santa Fe,37.8435805713125,-122.27463576369642,Private room,46,4,4,2018-06-11,0.07,2,20
1170713,Private Room Centrally Located,5551496,Christina,,Santa Fe,37.842698213482784,-122.27456816754997,Private room,46,100,27,2018-06-06,0.72,2,24
1171771,East Bay Couch - Upstairs single,2305840,Angela & Mark,,Sheffield Village,37.73375465208849,-122.13198044495054,Shared room,50,2,1,2013-07-11,0.02,5,0
1189971,Separate in-law unit in Oakland Hills,5018883,Chris,,Redwood Heights,37.7915892006737,-122.18266026148218,Entire home/apt,150,3,28,2018-06-15,0.45,2,333
1197379,"ROCKRIDGE GEM -- private, quiet",3046829,Edward,,Shafter,37.84162522565627,-122.25256148921726,Entire home/apt,115,2,253,2018-07-13,4.10,1,237
1201404,Magical Gold Room walk to UC Berkeley,5693909,Bronwyn,,Panoramic Hill,37.86964897054914,-122.2440292886824,Private room,45,3,90,2018-07-13,1.47,1,323
1206811,"T-House Walkable, Clean & Modern",1887770,Bernee,,Temescal,37.833130150772476,-122.25354636875737,Entire home/apt,145,6,52,2015-08-27,0.87,2,212
